requests_per_minute,failed_requests,unique_urls,avg_response_size,method_get,method_post,is_night
1,0,3,1320,1,0,1
3,0,2,817,1,0,1
4,0,3,1420,1,0,1
5,0,2,1399,1,1,1
4,0,3,1171,1,0,1
6,0,1,674,1,0,1
2,1,2,1180,1,0,1
2,0,3,1305,1,0,1
1,0,4,749,1,0,1
2,0,2,1108,1,0,1
3,0,5,1232,1,0,1
1,0,5,1176,1,0,1
4,0,3,847,1,0,1
1,0,5,776,1,0,1
5,0,3,1432,1,0,1
4,0,1,602,1,0,1
6,1,2,455,1,1,1
1,0,2,1331,1,0,1
3,0,1,975,1,0,1
2,1,5,1138,1,0,1
3,0,1,605,1,1,1
5,1,2,865,1,0,1
1,0,4,580,1,0,1
3,0,2,913,1,0,1
4,0,1,402,1,0,1
4,0,2,1206,1,0,1
1,0,2,406,1,0,1
3,0,3,493,1,0,1
4,0,5,1022,1,0,1
2,0,5,1318,1,0,1
5,0,3,805,1,0,1
6,0,2,730,1,0,1
4,0,1,663,1,0,1
4,0,1,956,1,0,1
4,0,2,937,1,0,1
4,0,1,1211,1,0,1
1,0,4,551,1,0,1
2,1,2,762,1,0,1
5,0,2,1230,1,0,1
3,0,1,604,1,0,1
6,0,3,641,1,0,1
2,0,4,1004,1,0,1
1,0,5,1268,1,0,1
5,1,1,419,1,0,1
3,0,3,638,1,0,1
3,0,2,577,1,0,1
6,1,4,495,1,0,1
2,0,3,621,1,0,1
6,0,4,1243,1,0,1
4,0,4,1157,1,0,1
3,0,5,853,1,0,1
5,0,5,1322,1,0,1
4,0,4,563,1,0,1
2,0,5,500,1,0,1
5,0,4,928,1,0,1
6,0,3,689,1,0,1
6,0,1,1099,1,0,1
4,0,5,1468,1,0,1
1,0,5,1273,1,0,1
6,0,2,1455,1,0,1
4,0,2,1061,1,0,1
4,0,1,1450,1,0,1
5,0,2,660,1,0,1
2,0,5,862,1,0,1
6,0,2,1440,1,0,1
3,0,3,1227,1,1,1
4,0,5,1381,1,0,1
3,0,2,923,1,0,1
4,0,4,1483,1,0,1
5,0,4,909,1,0,1
3,0,5,770,1,0,1
4,0,1,741,1,0,1
3,0,5,1247,1,0,1
6,0,5,715,1,0,1
5,0,1,556,1,0,1
6,1,3,1407,1,0,1
4,0,1,1172,1,0,1
5,0,1,571,1,0,1
1,1,4,462,1,0,1
4,0,1,1295,1,1,1
2,0,4,977,1,0,1
4,0,4,806,1,0,1
2,0,3,1003,1,0,1
3,0,3,444,1,0,1
5,0,5,1251,1,0,1
1,0,5,1083,1,0,1
3,0,4,645,1,1,1
2,0,2,1057,1,0,1
5,0,2,1144,1,0,1
1,0,2,1088,1,0,1
3,0,5,846,1,0,1
5,0,4,1077,1,0,1
6,0,1,726,1,0,1
2,0,5,1413,1,0,1
4,1,4,740,1,0,1
1,0,5,1228,1,0,1
3,0,4,717,1,0,1
5,1,5,958,1,0,1
2,0,5,1181,1,0,1
5,1,5,880,1,0,1
4,0,3,644,1,0,1
6,0,2,727,1,0,1
2,0,5,1274,1,0,1
6,0,1,1024,1,0,1
3,1,4,1345,1,0,1
6,0,1,520,1,0,1
4,0,1,567,1,0,1
6,0,4,1167,1,0,1
4,0,4,994,1,0,1
4,0,2,1238,1,0,1
6,0,1,1257,1,0,1
4,0,3,1237,1,0,1
5,1,5,1159,1,0,1
4,0,3,820,1,0,1
5,0,3,698,1,0,1
5,0,4,1386,1,0,1
3,0,5,957,1,0,1
2,0,4,515,1,0,1
3,0,1,863,1,0,1
1,0,2,1482,1,0,1
6,0,2,593,1,0,1
5,0,2,919,1,0,1
3,0,2,742,1,0,1
2,0,5,452,1,0,1
1,0,3,1423,1,0,1
3,0,5,749,1,0,1
3,0,5,1043,1,1,1
4,0,3,1498,1,0,1
6,0,4,447,1,0,1
5,0,1,941,1,0,1
4,0,3,536,1,0,1
6,0,3,456,1,0,1
6,0,4,721,1,0,1
4,0,3,684,1,0,1
3,0,4,969,1,0,1
6,0,3,947,1,0,1
5,0,3,571,1,1,1
4,0,1,1057,1,0,1
5,0,1,1320,1,0,1
6,0,2,1449,1,0,1
2,0,5,1395,1,0,1
2,0,5,975,1,0,1
4,0,1,1205,1,0,1
6,1,4,1408,1,0,1
3,0,4,1348,1,0,1
2,0,1,416,1,0,1
3,0,3,935,1,0,1
1,0,5,692,1,0,1
4,0,5,1249,1,0,1
4,0,4,866,1,0,1
3,0,4,1440,1,0,1
3,0,4,692,1,0,1
4,0,5,1076,1,0,1
3,0,4,1003,1,0,1
6,1,4,1414,1,0,1
6,0,5,716,1,0,1
4,0,4,1093,1,0,1
6,0,3,476,1,1,1
1,0,3,866,1,0,1
1,0,1,1402,1,0,1
6,1,3,943,1,0,1
6,0,2,408,1,0,1
2,0,3,535,1,0,1
6,1,5,487,1,0,1
4,1,3,899,1,0,1
5,0,5,614,1,0,1
1,0,5,1014,1,0,1
1,0,1,1164,1,0,1
6,0,1,965,1,1,1
6,0,2,980,1,0,1
1,0,2,1380,1,0,1
5,0,4,655,1,0,1
1,0,2,943,1,0,1
5,0,3,1182,1,0,1
2,0,2,1246,1,0,1
2,0,2,1266,1,1,1
6,0,5,467,1,0,1
2,0,5,1316,1,0,1
6,0,3,795,1,0,1
3,0,5,1035,1,0,1
3,0,5,687,1,0,1
1,0,3,1317,1,0,1
4,0,3,876,1,0,1
4,0,5,1393,1,0,1
5,0,4,943,1,0,1
6,0,2,942,1,0,1
5,0,5,1164,1,0,1
2,0,4,401,1,0,1
1,1,1,1160,1,0,1
5,0,4,1219,1,0,1
4,0,4,1456,1,0,1
3,0,2,1171,1,0,1
6,0,2,902,1,0,1
5,0,5,654,1,0,1
1,0,4,593,1,0,1
4,0,2,1029,1,0,1
2,0,2,1463,1,0,1
6,0,1,1147,1,0,1
2,1,2,1254,1,0,1
5,1,2,527,1,0,1
4,0,5,1035,1,1,1
4,0,5,1352,1,0,1
3,0,1,1426,1,0,1
6,0,2,1020,1,0,1
5,0,2,545,1,0,1
5,1,4,1189,1,0,1
2,1,2,1043,1,0,1
1,0,3,607,1,0,1
3,0,2,640,1,0,1
3,0,3,1260,1,1,1
5,0,5,1460,1,0,1
6,0,5,922,1,0,1
1,0,5,672,1,0,1
2,0,1,519,1,0,1
1,0,5,1360,1,1,1
4,0,5,1351,1,0,1
2,0,3,1051,1,0,1
4,0,5,1453,1,0,1
5,0,2,1336,1,0,1
3,0,3,833,1,0,1
5,0,2,539,1,0,1
4,0,5,1285,1,1,1
3,0,1,1076,1,1,1
3,0,5,636,1,0,1
1,1,4,1155,1,0,1
1,0,1,575,1,0,1
4,0,5,1241,1,0,1
5,0,2,1429,1,0,1
5,0,4,1072,1,0,1
3,0,2,809,1,0,1
6,0,4,518,1,0,1
5,0,2,448,1,0,1
4,1,1,1417,1,0,1
5,0,5,417,1,0,1
4,1,1,1220,1,0,1
1,0,4,1399,1,0,1
2,0,4,707,1,0,1
5,0,1,628,1,0,1
1,0,1,1270,1,0,1
3,0,5,1166,1,0,1
5,0,1,1057,1,0,1
2,0,2,639,1,0,1
2,0,4,1247,1,1,1
4,0,1,660,1,0,1
3,0,2,1383,1,1,1
2,1,4,1282,1,0,1
1,0,3,814,1,0,1
1,0,3,762,1,0,1
3,0,4,1487,1,0,1
1,0,2,766,1,1,1
2,0,5,684,1,0,1
1,0,3,1440,1,0,1
6,0,1,1240,1,0,1
1,1,2,1351,1,0,1
6,0,2,652,1,0,1
6,0,5,1158,1,0,1
2,0,5,1081,1,0,1
4,0,1,1449,1,0,1
4,0,4,1345,1,0,1
4,1,2,503,1,0,1
5,0,1,533,1,1,1
5,1,4,1314,1,0,1
2,0,3,1437,1,0,1
6,0,4,827,1,0,1
3,0,2,740,1,0,1
1,0,3,438,1,0,1
3,0,5,554,1,0,1
3,0,5,875,1,0,1
4,0,1,1202,1,0,1
5,0,3,1457,1,0,1
5,0,3,775,1,0,1
2,0,1,450,1,0,1
2,0,5,1451,1,0,1
4,0,1,967,1,0,1
4,0,3,433,1,0,1
5,0,4,542,1,0,1
6,0,5,1110,1,0,1
5,0,2,963,1,0,1
2,0,4,1058,1,1,1
3,0,4,633,1,0,1
4,0,4,867,1,0,1
4,0,5,646,1,0,1
4,0,1,1318,1,0,1
5,0,2,913,1,1,1
1,1,2,1456,1,0,1
5,0,1,943,1,1,1
6,0,1,775,1,0,1
3,0,5,1140,1,0,1
2,0,5,1270,1,0,1
4,0,1,699,1,0,1
2,1,4,1414,1,0,1
6,0,1,1101,1,0,1
5,0,2,1262,1,0,1
4,1,1,733,1,0,1
5,0,5,1044,1,0,1
3,0,2,808,1,0,1
2,0,2,1227,1,0,1
2,0,3,1482,1,0,1
3,0,5,1209,1,0,1
6,0,4,1019,1,0,1
4,0,5,698,1,0,1
6,1,4,414,1,0,1
3,0,2,780,1,1,1
2,0,2,1289,1,0,1
4,0,4,755,1,1,1
2,0,1,785,1,0,1
6,0,4,728,1,0,1
2,0,1,572,1,0,1
5,0,3,989,1,0,1
4,0,3,620,1,0,1
4,0,5,1134,1,1,1
3,0,4,1281,1,0,1
2,0,4,1034,1,0,1
6,0,5,1226,1,0,1
5,1,4,573,1,1,1
5,0,3,848,1,0,1
2,0,4,1472,1,0,1
2,0,4,1442,1,0,1
3,0,3,748,1,0,1
5,0,4,1066,1,1,1
2,0,4,751,1,0,1
4,0,3,1057,1,0,1
2,0,5,642,1,0,1
5,0,2,1414,1,0,1
3,0,2,986,1,0,1
1,0,5,500,1,0,1
4,0,2,738,1,0,1
1,0,4,1135,1,1,1
2,0,4,890,1,1,1
4,0,5,539,1,0,1
6,1,3,1441,1,0,1
4,0,4,1043,1,0,1
5,0,4,889,1,0,1
3,0,5,1450,1,0,1
3,0,1,1212,1,0,1
1,0,4,593,1,0,1
2,0,5,890,1,0,1
2,1,1,1403,1,0,1
3,0,2,1065,1,0,1
4,0,4,494,1,0,1
2,0,3,898,1,0,1
5,0,4,1496,1,0,1
1,1,5,977,1,0,1
9,1,12,492,1,0,0
9,0,9,1194,1,0,0
11,0,3,625,1,0,0
13,0,12,546,1,0,0
8,0,11,1375,1,0,0
5,0,10,1217,1,0,0
15,0,6,952,1,0,0
15,0,7,1012,1,0,0
8,1,11,1391,1,0,0
9,0,2,772,1,0,0
8,0,11,1246,1,0,0
8,0,5,1489,1,0,0
6,0,9,803,1,0,0
14,0,3,1076,1,0,0
6,0,10,1131,1,0,0
15,0,4,792,1,0,0
12,0,10,1214,1,0,0
11,0,9,1374,1,1,0
13,0,11,562,1,0,0
4,0,3,707,1,0,0
8,0,8,1027,1,0,0
7,0,4,808,1,0,0
13,0,10,1032,1,0,0
15,0,2,1094,1,0,0
15,0,9,973,1,0,0
11,0,11,945,1,0,0
10,0,3,788,1,0,0
13,0,2,1286,1,0,0
14,0,3,868,1,0,0
12,0,7,1229,1,1,0
6,0,11,528,1,0,0
3,0,11,1144,1,0,0
7,0,11,996,1,0,0
15,1,6,1440,1,0,0
14,0,3,804,1,0,0
9,0,7,400,1,0,0
6,0,12,1433,1,0,0
11,0,11,1159,1,0,0
13,0,9,1286,1,0,0
9,0,11,770,1,0,0
15,1,2,1302,1,0,0
6,0,10,417,1,0,0
11,0,5,715,1,0,0
4,0,10,420,1,0,0
9,0,5,484,1,0,0
5,0,4,1291,1,0,0
10,0,3,598,1,0,0
8,0,7,1220,1,1,0
15,0,9,802,1,0,0
10,0,7,811,1,0,0
11,0,2,502,1,0,0
5,0,8,681,1,0,0
10,0,5,955,1,0,0
11,0,11,647,1,0,0
5,0,2,739,1,0,0
12,0,3,866,1,0,0
11,0,3,1315,1,0,0
7,0,11,443,1,0,0
9,0,11,1103,1,0,0
6,0,3,1399,1,0,0
3,0,10,1318,1,0,0
4,0,11,596,1,0,0
14,0,11,1443,1,0,0
7,1,6,1315,1,0,0
5,0,9,1046,1,0,0
9,0,12,638,1,0,0
9,0,4,1419,1,0,0
14,1,8,1339,1,0,0
15,0,3,710,1,1,0
5,0,7,429,1,0,0
4,0,5,1487,1,0,0
5,0,7,495,1,0,0
8,0,2,698,1,0,0
14,0,5,554,1,0,0
5,0,3,866,1,0,0
11,0,7,690,1,0,0
5,0,8,940,1,0,0
13,0,3,1220,1,0,0
12,0,11,586,1,0,0
9,0,3,1166,1,0,0
4,0,2,911,1,0,0
13,0,9,1219,1,0,0
7,0,5,1350,1,0,0
9,0,2,404,1,0,0
9,0,9,1062,1,0,0
4,1,7,405,1,0,0
10,0,3,1282,1,0,0
15,0,9,905,1,0,0
9,0,3,1295,1,0,0
7,0,9,1473,1,0,0
10,0,4,508,1,0,0
13,0,9,881,1,0,0
13,0,5,1379,1,0,0
9,0,8,1250,1,0,0
7,1,10,1278,1,0,0
6,0,3,820,1,0,0
5,0,4,510,1,0,0
3,0,10,834,1,0,0
7,0,5,847,1,0,0
14,0,6,1188,1,0,0
3,0,11,1191,1,0,0
3,1,2,577,1,0,0
8,0,7,567,1,0,0
5,0,11,1320,1,0,0
4,0,2,1156,1,0,0
12,0,4,929,1,1,0
3,0,2,997,1,0,0
8,0,3,599,1,0,0
11,0,11,1055,1,0,0
3,0,6,1076,1,0,0
15,0,2,1460,1,1,0
14,0,10,1343,1,1,0
5,1,8,833,1,0,0
9,0,6,1064,1,1,0
15,0,9,638,1,0,0
10,0,2,575,1,0,0
14,0,4,1088,1,0,0
15,0,6,1266,1,1,0
11,0,11,1458,1,0,0
5,0,7,1466,1,0,0
9,0,7,732,1,1,0
5,1,2,1223,1,0,0
6,0,3,603,1,0,0
12,0,3,1355,1,0,0
12,0,12,1032,1,0,0
14,0,4,726,1,0,0
8,0,12,1110,1,0,0
13,0,7,552,1,0,0
7,0,9,1054,1,0,0
7,1,12,914,1,0,0
13,0,7,1039,1,0,0
10,0,6,773,1,0,0
6,0,5,1319,1,1,0
3,0,2,930,1,0,0
11,0,11,656,1,0,0
5,1,10,939,1,0,0
10,0,10,442,1,0,0
12,0,6,714,1,0,0
11,0,4,436,1,0,0
13,0,11,1307,1,0,0
10,0,4,961,1,0,0
7,0,2,725,1,0,0
7,0,7,1101,1,0,0
7,0,6,619,1,0,0
12,0,4,1016,1,0,0
12,0,5,923,1,0,0
12,0,4,1422,1,0,0
9,0,6,1125,1,0,0
13,1,7,1275,1,0,0
5,0,9,855,1,0,0
10,1,12,553,1,0,0
15,0,10,1205,1,0,0
6,0,3,1197,1,0,0
3,0,7,570,1,0,0
3,0,5,1500,1,0,0
6,0,6,1361,1,0,0
4,0,7,1132,1,0,0
12,0,8,1355,1,0,0
6,0,9,1181,1,0,0
12,0,12,631,1,0,0
8,0,8,631,1,0,0
8,0,8,1436,1,0,0
11,0,3,1438,1,0,0
15,1,10,476,1,1,0
7,0,6,557,1,0,0
3,1,10,563,1,0,0
15,0,3,919,1,0,0
15,0,9,1114,1,0,0
9,0,12,982,1,0,0
7,0,4,841,1,0,0
5,0,5,866,1,0,0
9,0,9,597,1,0,0
11,0,4,1284,1,0,0
8,0,7,605,1,0,0
7,0,5,874,1,0,0
6,1,5,660,1,0,0
6,1,7,1333,1,0,0
11,0,3,1133,1,0,0
7,0,5,1362,1,0,0
11,0,7,696,1,0,0
11,1,4,1007,1,0,0
3,0,7,1456,1,0,0
10,0,10,905,1,0,0
4,1,2,483,1,0,0
12,0,8,529,1,0,0
4,0,8,922,1,0,0
8,0,3,1421,1,0,0
3,0,4,1471,1,0,0
15,0,2,838,1,0,0
9,1,4,1243,1,0,0
12,0,3,810,1,1,0
12,0,10,1209,1,0,0
7,0,7,1191,1,0,0
13,0,10,510,1,0,0
11,0,9,974,1,1,0
10,0,2,418,1,0,0
14,0,7,715,1,0,0
14,0,5,645,1,0,0
8,0,11,518,1,0,0
12,0,8,809,1,0,0
6,0,7,539,1,1,0
6,0,12,1448,1,0,0
14,0,5,944,1,1,0
15,0,7,1308,1,0,0
7,0,9,1477,1,0,0
3,1,12,575,1,0,0
7,0,5,1470,1,0,0
5,0,5,407,1,0,0
12,0,8,750,1,0,0
9,0,3,714,1,0,0
15,0,2,608,1,0,0
14,0,6,626,1,0,0
4,0,3,1177,1,0,0
3,0,10,822,1,0,0
7,0,4,916,1,0,0
9,1,5,851,1,0,0
3,0,4,623,1,0,0
7,0,10,1314,1,1,0
4,0,7,468,1,0,0
6,0,12,789,1,0,0
10,0,12,770,1,0,0
6,0,2,1243,1,0,0
4,0,3,898,1,0,0
3,0,3,717,1,0,0
13,0,11,1248,1,0,0
9,0,12,1079,1,0,0
6,0,6,1423,1,0,0
14,0,7,1138,1,0,0
15,0,12,435,1,0,0
13,0,2,806,1,0,0
4,0,3,713,1,0,0
6,0,2,622,1,0,0
4,0,10,687,1,0,0
5,0,9,792,1,0,0
3,0,12,1340,1,0,0
12,0,9,1112,1,0,0
7,1,3,726,1,0,0
10,1,9,465,1,1,0
13,0,5,877,1,0,0
3,0,11,1000,1,0,0
4,0,10,1317,1,0,0
13,0,4,1080,1,0,0
10,0,8,1222,1,0,0
4,0,7,497,1,0,0
4,0,8,1277,1,0,0
12,0,8,813,1,1,0
9,0,12,986,1,0,0
6,0,11,832,1,0,0
14,0,5,614,1,0,0
13,0,4,1147,1,0,0
11,0,6,874,1,0,0
13,0,11,1057,1,0,0
9,0,12,627,1,0,0
10,0,3,825,1,1,0
6,0,11,739,1,0,0
14,0,12,403,1,0,0
8,0,6,1196,1,0,0
8,0,5,853,1,1,0
11,0,5,659,1,0,0
14,0,4,1016,1,0,0
4,0,10,1171,1,0,0
5,0,6,680,1,1,0
9,0,9,1496,1,0,0
7,1,12,1375,1,0,0
10,0,2,534,1,0,0
15,0,5,1149,1,0,0
6,0,11,921,1,0,0
15,0,11,1200,1,0,0
15,0,7,1313,1,0,0
15,1,10,446,1,0,0
7,0,7,1243,1,0,0
10,0,7,961,1,0,0
12,0,4,615,1,0,0
4,0,10,1141,1,0,0
8,0,3,1165,1,0,0
13,0,4,815,1,0,0
11,0,2,771,1,0,0
4,0,8,634,1,0,0
10,0,7,667,1,0,0
11,0,10,1213,1,0,0
10,0,3,656,1,1,0
6,0,6,1169,1,0,0
8,0,12,1466,1,0,0
12,0,2,1083,1,0,0
10,0,3,1429,1,0,0
15,0,3,827,1,0,0
13,0,2,628,1,0,0
12,0,9,954,1,0,0
6,0,2,675,1,0,0
9,0,7,1101,1,1,0
15,1,4,507,1,0,0
11,0,9,966,1,0,0
15,0,12,1285,1,0,0
9,0,7,407,1,1,0
8,0,11,749,1,0,0
10,1,8,706,1,0,0
13,0,10,1307,1,0,0
13,0,11,579,1,0,0
9,0,3,1235,1,0,0
3,1,9,1193,1,0,0
14,0,6,1201,1,1,0
15,0,2,1469,1,0,0
11,0,7,1039,1,0,0
10,0,12,1147,1,0,0
7,0,8,1032,1,0,0
9,0,4,1198,1,0,0
12,0,4,1214,1,0,0
6,0,6,543,1,0,0
3,0,4,918,1,0,0
11,0,5,895,1,0,0
14,0,8,1220,1,1,0
9,0,2,926,1,0,0
6,0,5,1062,1,0,0
11,0,6,1269,1,0,0
5,0,4,700,1,0,0
13,0,3,1188,1,0,0
11,0,8,1054,1,0,0
7,0,12,1343,1,0,0
13,0,2,1500,1,0,0
14,0,6,496,1,0,0
14,0,9,748,1,0,0
11,0,4,983,1,0,0
13,0,4,1079,1,0,0
13,0,11,1095,1,0,0
13,0,9,898,1,0,0
12,0,11,1380,1,0,0
12,0,6,1041,1,0,0
5,1,7,1492,1,0,0
3,0,10,1373,1,0,0
11,0,3,602,1,0,0
10,0,4,858,1,1,0
10,0,3,502,1,0,0
3,0,7,690,1,1,0
10,0,8,1420,1,0,0
5,0,5,724,1,0,0
3,0,4,459,1,0,0
11,0,2,883,1,1,0
15,0,12,578,1,1,0
10,0,3,897,1,0,0
12,0,10,1090,1,0,0
8,1,2,968,1,0,0
11,0,7,671,1,0,0
12,0,11,1473,1,0,0
14,0,7,480,1,0,0
4,0,2,511,1,0,0
3,0,11,1432,1,0,0
12,0,10,852,1,0,0
9,0,5,1110,1,0,0
3,0,3,1414,1,0,0
8,0,7,1261,1,0,0
12,0,4,537,1,0,0
4,0,10,1322,1,0,0
13,0,9,635,1,0,0
14,0,8,1343,1,0,0
9,0,6,693,1,0,0
14,1,8,1147,1,0,0
6,0,2,714,1,0,0
14,0,11,1257,1,0,0
14,0,6,1117,1,0,0
4,0,4,613,1,1,0
10,0,4,663,1,0,0
8,0,7,817,1,0,0
9,0,10,1037,1,0,0
15,0,4,1174,1,0,0
5,0,7,1322,1,0,0
13,0,11,1162,1,0,0
11,0,5,907,1,0,0
10,0,8,409,1,0,0
3,0,6,1060,1,0,0
10,0,9,541,1,0,0
12,0,2,569,1,0,0
6,0,9,623,1,0,0
6,0,6,714,1,0,0
6,0,5,1035,1,0,0
14,0,10,1072,1,0,0
13,0,12,919,1,0,0
13,0,7,417,1,1,0
5,0,2,779,1,0,0
4,0,2,778,1,1,0
15,0,11,1204,1,0,0
11,0,9,970,1,1,0
10,0,10,1348,1,0,0
13,0,5,914,1,0,0
9,0,2,1001,1,0,0
6,0,4,903,1,0,0
8,0,9,892,1,0,0
4,0,7,440,1,0,0
15,0,10,1284,1,0,0
5,0,9,1489,1,0,0
8,0,7,607,1,0,0
10,0,12,1402,1,0,0
15,0,7,1215,1,0,0
11,0,7,1454,1,0,0
8,1,7,1461,1,0,0
11,0,11,572,1,0,0
13,0,8,1192,1,1,0
14,0,11,877,1,0,0
14,0,9,1157,1,0,0
7,0,9,1005,1,0,0
6,0,5,894,1,0,0
4,0,12,1097,1,0,0
12,0,3,586,1,0,0
12,0,3,1355,1,0,0
3,0,12,435,1,1,0
4,0,5,492,1,0,0
3,0,9,978,1,1,0
7,0,7,492,1,0,0
6,0,3,895,1,0,0
6,1,4,624,1,0,0
6,0,11,776,1,1,0
11,1,4,1228,1,0,0
11,0,7,500,1,0,0
14,0,10,853,1,0,0
9,0,12,434,1,0,0
7,0,11,1162,1,0,0
11,0,9,935,1,0,0
5,0,9,879,1,0,0
4,0,10,1174,1,0,0
9,0,3,629,1,0,0
3,0,11,1208,1,0,0
5,1,9,659,1,0,0
7,0,11,520,1,0,0
8,0,5,478,1,0,0
3,0,4,1496,1,0,0
15,0,12,890,1,0,0
4,0,7,961,1,0,0
5,1,4,765,1,0,0
14,1,8,1180,1,0,0
9,1,8,955,1,0,0
15,0,9,973,1,1,0
7,1,3,1408,1,0,0
7,0,10,847,1,0,0
10,0,7,1350,1,0,0
3,0,8,476,1,0,0
8,0,12,1334,1,0,0
11,1,12,1076,1,1,0
8,0,3,434,1,0,0
7,0,2,856,1,0,0
6,0,5,1161,1,0,0
7,0,9,521,1,0,0
7,0,4,521,1,0,0
12,0,11,442,1,1,0
9,0,8,1035,1,0,0
15,0,9,1291,1,0,0
4,0,10,519,1,0,0
14,0,9,859,1,0,0
10,0,10,1149,1,0,0
5,0,9,1008,1,0,0
11,0,9,586,1,0,0
11,0,11,1293,1,1,0
11,0,12,941,1,0,0
11,0,4,1228,1,0,0
12,1,7,1175,1,1,0
3,0,7,457,1,0,0
6,0,4,904,1,0,0
15,0,5,1151,1,0,0
11,0,7,842,1,0,0
11,0,7,489,1,0,0
9,0,8,1361,1,0,0
7,0,8,1241,1,0,0
12,1,8,781,1,0,0
13,0,2,1245,1,0,0
3,0,7,435,1,0,0
7,0,3,931,1,0,0
14,0,2,1047,1,0,0
10,0,7,505,1,0,0
13,0,5,583,1,0,0
10,0,10,1015,1,1,0
5,0,6,1068,1,0,0
10,0,12,1322,1,0,0
8,0,12,1346,1,0,0
14,0,2,1410,1,0,0
14,0,7,1050,1,0,0
9,0,5,1058,1,0,0
5,0,8,478,1,0,0
13,0,10,1475,1,0,0
7,0,7,1100,1,0,0
11,0,7,914,1,0,0
7,0,4,955,1,0,0
15,0,11,650,1,0,0
4,0,3,1141,1,0,0
8,0,7,1162,1,0,0
11,0,7,1419,1,0,0
11,0,11,803,1,0,0
8,0,2,1471,1,0,0
15,0,12,1062,1,0,0
7,0,2,812,1,0,0
8,0,12,1151,1,1,0
6,0,3,659,1,1,0
12,0,10,775,1,0,0
3,0,6,483,1,0,0
14,0,7,537,1,0,0
12,0,9,613,1,0,0
8,0,12,1207,1,0,0
12,0,11,1499,1,1,0
3,1,5,1390,1,0,0
